Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Salary
Patrick Williams,PF,20,CHI,5,5,125,13,23,.565,3,6,.500,10,17,.588,.630,4,4,1.000,1,10,11,3,3,2,2,9,33,9.7,.666,.261,.174,0.9,8.8,4.8,3.2,1.2,1.4,7.5,9.4,0.0,0.2,0.1,0.3,.109,0.0,-1.5,-2.7,-4.3,-0.1,7422000.0
Robert Williams,C,24,BOS,19,19,529,76,103,.738,0,0,0.0,76,103,.738,.738,20,31,.645,68,90,158,22,15,33,24,32,172,20.1,.737,.000,.301,13.7,18.4,16.0,6.3,1.4,5.9,17.1,11.7,0.0,1.5,0.8,2.3,.205,0.0,1.6,0.5,2.0,0.5,3661976.0
Ziaire Williams,SF,20,MEM,19,0,339,35,99,.354,16,65,.246,19,34,.559,.434,4,6,.667,5,23,28,12,8,6,11,33,90,4.6,.443,.657,.061,1.5,7.4,4.4,4.7,1.1,1.6,9.8,13.9,0.0,-0.2,0.1,-0.2,-0.023,0.0,-5.1,-3.2,-8.3,-0.5,4373160.0
Dylan Windler,SF,25,CLE,18,0,189,17,38,.447,10,25,.400,7,13,.538,.579,3,4,.750,8,24,32,18,5,2,8,19,47,10.2,.591,.658,.105,4.7,13.6,9.2,13.3,1.3,0.9,16.8,11.1,0.0,0.2,0.2,0.4,.114,0.0,-1.9,1.0,-1.0,0.0,2239200.0
Justise Winslow,SF,25,LAC,17,0,129,15,40,.375,1,8,.125,14,32,.438,.388,2,4,.500,8,27,35,17,7,5,14,11,33,8.9,.395,.200,.100,6.7,21.8,14.4,19.0,2.6,3.3,25.1,18.8,0.0,-0.3,0.3,0.0,-0.017,0.0,-5.9,1.7,-4.2,-0.1,3902439.0
Christian Wood,C,26,HOU,24,24,763,148,323,.458,40,112,.357,108,211,.512,.520,55,96,.573,45,226,271,55,13,28,42,56,391,16.9,.535,.347,.297,6.4,31.1,18.9,12.1,0.8,3.4,10.3,22.6,0.0,0.5,1.0,1.6,.100,0.0,0.5,-0.9,-0.3,0.3,13666667.0
Robert Woodard,SF,22,SAC,1,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.0,-5.9,-3.0,-8.9,0.0,1517981.0
Delon Wright,SG,29,ATL,23,0,322,24,62,.387,8,21,.381,16,41,.390,.452,13,17,.765,18,47,65,49,16,3,10,12,69,13.8,.497,.339,.274,6.1,15.3,10.8,19.3,2.5,0.9,12.6,10.8,0.0,0.5,0.3,0.8,.118,0.0,-0.1,1.6,1.5,0.3,8526316.0
Thaddeus Young,PF,33,SAS,19,0,287,60,103,.583,0,3,.000,60,100,.600,.583,7,16,.438,28,39,67,49,19,6,22,27,127,20.4,.577,.029,.155,10.2,14.4,12.3,25.1,3.2,1.9,16.7,19.7,0.0,0.5,0.4,0.9,.151,0.0,1.0,1.7,2.7,0.3,14190000.0
Trae Young,PG,23,ATL,25,25,855,228,500,.456,69,176,.392,159,324,.491,.525,132,149,.886,18,81,99,236,23,3,99,43,657,24.9,.581,.352,.298,2.3,9.9,6.2,46.3,1.3,0.3,14.9,34.0,0.0,2.9,0.3,3.2,.178,0.0,6.4,-2.1,4.3,1.4,8326471.0
Omer Yurtseven,C,23,MIA,17,0,105,19,36,.528,0,2,.000,19,34,.559,.528,7,10,.700,6,19,25,5,1,7,7,12,45,14.3,.557,.056,.278,6.5,20.0,13.4,7.6,0.5,7.4,14.8,20.0,0.0,0.0,0.1,0.2,.087,0.0,-3.7,-0.1,-3.8,0.0,1489065.0
Cody Zeller,C,29,POR,24,0,319,43,76,.566,0,4,.000,43,72,.597,.566,36,47,.766,43,67,110,20,7,6,17,50,122,17.6,.631,.053,.618,14.6,23.5,19.0,9.0,1.1,1.8,15.0,15.5,0.0,0.9,0.2,1.1,.164,0.0,-0.8,-1.1,-1.9,0.0,2389641.0
Ivica Zubac,C,24,LAC,26,26,648,95,142,.669,0,0,0.0,95,142,.669,.669,71,92,.772,64,149,213,29,13,28,32,56,261,19.8,.715,.000,.648,10.7,23.9,17.4,6.7,1.0,3.7,14.9,14.4,0.0,2.0,1.1,3.1,.230,0.0,0.7,0.9,1.6,0.6,7518518.0
